user_age,income,employment_status,credit_score,loan_amount,loan_term,existing_debt,loan_to_income_ratio,payment_history,num_of_defaults,savings_balance
28,407721,Employed,779,475958,10,46606,0.11430855903914687,Average,3,122316.29999999999
25,27538,Unemployed,372,676331,5,2658,0.09652117074587842,Average,5,8261.4
59,241979,Employed,534,420815,16,226571,0.936325053000467,Average,4,72593.7
24,42310,Self-employed,751,482808,11,73468,1.7364216497281966,Bad,9,12693.0
26,23147,Unemployed,484,593202,12,171799,7.422084935412797,Average,4,6944.099999999999
52,15892,Unemployed,322,775422,13,150273,9.455889755852,Average,5,4767.599999999999
50,331033,Employed,728,593343,6,42150,0.1273286953264478,Good,1,99309.9
55,377646,Self-employed,643,613985,21,247220,0.6546342341769805,Average,3,113293.8
36,30995,Unemployed,333,632527,17,278143,8.97380222616551,Bad,9,9298.5
33,34823,Unemployed,489,237469,9,252775,7.258851908221578,Average,5,10446.9
50,524476,Employed,530,125106,14,269520,0.5138843340782038,Bad,6,157342.8
39,511153,Employed,514,793787,16,314817,0.6158958276680367,Average,5,153345.9
37,942272,Self-employed,374,842552,21,266620,0.2829543910887727,Average,3,282681.6
39,711505,Employed,695,469835,10,249465,0.35061594788511674,Average,4,213451.5
48,555730,Self-employed,328,302486,7,333046,0.5992946214888525,Bad,7,166719.0
46,30596,Unemployed,315,998364,19,354413,11.583638384102498,Good,1,9178.8
57,571694,Self-employed,704,4257,11,210066,0.36744482188023664,Bad,8,171508.19999999998
46,687923,Self-employed,830,291508,10,99331,0.14439261370822026,Good,1,206376.9
43,796494,Self-employed,376,682332,8,12164,0.015271929229849816,Bad,8,238948.19999999998
29,11372,Unemployed,493,113715,23,302460,26.596904678156875,Average,3,3411.6
32,811608,Employed,702,28654,9,200632,0.24720308326187027,Average,4,243482.4
21,21956,Unemployed,325,738129,7,161631,7.361586809983604,Good,0,6586.8
21,961398,Employed,602,345567,13,326112,0.3392060312170402,Good,1,288419.39999999997
54,205658,Self-employed,625,293464,10,198872,0.9670034717832519,Bad,6,61697.399999999994
52,741618,Self-employed,658,547096,17,141119,0.1902852951249835,Bad,8,222485.4
45,893513,Self-employed,623,578677,8,204195,0.2285305306134326,Good,1,268053.89999999997
21,105025,Self-employed,625,490906,6,135942,1.294377529159724,Good,2,31507.5
36,156152,Self-employed,464,120581,8,35094,0.22474255853271172,Bad,8,46845.6
59,940908,Employed,591,129927,12,318473,0.3384741122405166,Good,0,282272.39999999997
25,987213,Employed,652,36773,17,141289,0.14311906346452083,Good,1,296163.89999999997
42,320104,Self-employed,426,708528,14,346282,1.0817796716067278,Good,2,96031.2
49,32250,Unemployed,305,422963,22,67141,2.081891472868217,Good,0,9675.0
23,21475,Unemployed,438,340540,13,154415,7.190454016298021,Average,3,6442.5
32,521576,Self-employed,748,503590,5,129307,0.24791593171464946,Average,3,156472.8
46,469628,Employed,839,371836,17,182894,0.3894444113213011,Good,1,140888.4
36,13128,Unemployed,351,216764,22,346341,26.38185557586837,Bad,7,3938.3999999999996
57,37450,Unemployed,330,583793,19,345462,9.224619492656876,Average,3,11235.0
42,18750,Unemployed,409,874328,6,162101,8.645386666666667,Bad,9,5625.0
49,218596,Self-employed,808,544423,15,80023,0.3660771468828341,Bad,9,65578.8
34,28704,Unemployed,301,617175,18,315106,10.977773132664437,Average,4,8611.199999999999
48,10622,Unemployed,385,124118,19,376181,35.41527019393711,Bad,6,3186.6
25,33419,Unemployed,463,311521,18,171114,5.120260929411413,Bad,9,10025.699999999999
50,30605,Unemployed,448,156626,20,88601,2.8949844796601862,Good,1,9181.5
25,276476,Employed,617,850923,19,85859,0.3105477509801936,Good,1,82942.8
32,369534,Self-employed,767,975125,23,91933,0.2487808970216543,Good,0,110860.2
36,883752,Self-employed,569,247739,13,46957,0.053133684563090096,Average,3,265125.6
46,693779,Employed,836,846715,9,346008,0.49872942248179897,Good,1,208133.69999999998
46,719197,Employed,643,480356,9,389502,0.5415790110359192,Bad,6,215759.1
41,709237,Self-employed,639,281067,15,306883,0.4326945717722003,Bad,6,212771.1
59,39523,Unemployed,307,311735,8,301877,7.6380082483617135,Bad,6,11856.9
56,36106,Unemployed,318,588549,22,46389,1.284800310197751,Bad,6,10831.8
53,52456,Self-employed,365,318480,7,161787,3.0842420314168066,Bad,7,15736.8
50,6102,Unemployed,385,338227,8,171188,28.054408390691577,Average,5,1830.6
57,863147,Employed,701,587236,18,320066,0.37081285111342566,Bad,7,258944.09999999998
43,11256,Unemployed,390,242891,11,18580,1.6506751954513148,Average,3,3376.7999999999997
30,34401,Unemployed,376,166074,12,379044,11.018400627888724,Bad,9,10320.3
25,11554,Unemployed,420,475314,20,395039,34.19066989787087,Average,3,3466.2
56,440583,Self-employed,451,511452,19,260073,0.5902928619579058,Average,4,132174.9
54,250994,Employed,738,992520,11,224080,0.8927703451078511,Bad,6,75298.2
51,31205,Unemployed,347,290816,21,270228,8.659766063130908,Bad,9,9361.5
30,550470,Self-employed,761,792645,16,341135,0.6197158791578106,Bad,9,165141.0
39,21043,Unemployed,470,143365,22,83455,3.9659269115620397,Bad,7,6312.9
52,227008,Employed,795,451076,18,375684,1.6549372709331829,Good,2,68102.4
21,15416,Unemployed,384,64507,19,377684,24.499481058640374,Good,0,4624.8
25,898408,Employed,842,59134,19,254297,0.283052911372116,Average,5,269522.39999999997
24,6875,Unemployed,491,135172,9,144041,20.95141818181818,Average,5,2062.5
36,984570,Employed,684,243225,20,280477,0.2848725839706674,Good,0,295371.0
44,10752,Unemployed,373,195069,9,390326,36.30264136904762,Average,3,3225.6
36,712346,Employed,715,816604,6,230919,0.32416690765442635,Bad,9,213703.8
22,15794,Unemployed,418,808564,13,37668,2.384956312523743,Average,4,4738.2
48,21406,Unemployed,454,775221,13,275089,12.851023077641782,Average,4,6421.8
52,776257,Self-employed,548,806631,8,103528,0.13336820151058218,Average,3,232877.1
47,46708,Self-employed,433,562897,19,47526,1.0175130598612658,Good,1,14012.4
40,968304,Employed,521,176037,15,48717,0.050311678976850245,Good,2,290491.2
44,26352,Unemployed,387,665376,5,233242,8.851017000607165,Average,5,7905.599999999999
32,385992,Employed,624,434995,22,216238,0.5602136831851438,Bad,6,115797.59999999999
55,413654,Self-employed,350,498013,5,238644,0.5769169402447456,Average,4,124096.2
53,193543,Employed,675,296025,12,353624,1.8271081878445616,Good,0,58062.9
53,401557,Employed,752,739954,20,210421,0.5240127802528657,Bad,8,120467.09999999999
57,59213,Self-employed,545,812904,22,136673,2.308158681370645,Average,3,17763.899999999998
32,18026,Unemployed,405,502098,13,276074,15.315322312215688,Good,0,5407.8
23,377328,Employed,815,709173,16,5333,0.014133591994233134,Bad,9,113198.4
21,144565,Self-employed,847,757728,23,203007,1.4042610590391866,Average,3,43369.5
53,7763,Unemployed,465,259803,22,121384,15.636223109622568,Good,0,2328.9
30,36498,Self-employed,567,693381,9,18839,0.5161652693298263,Bad,8,10949.4
49,917977,Employed,538,318275,6,314481,0.342580478595869,Average,3,275393.1
33,10574,Unemployed,438,681447,11,21195,2.0044448647626254,Bad,9,3172.2
32,6587,Unemployed,330,14828,14,90229,13.698041597085167,Bad,6,1976.1
51,452628,Self-employed,445,981114,19,376395,0.8315769240966091,Bad,9,135788.4
22,475440,Self-employed,613,885096,11,113265,0.2382319535588087,Good,1,142632.0
55,918591,Self-employed,427,518835,9,261775,0.28497448810188647,Average,3,275577.3
43,17041,Unemployed,487,658761,19,172926,10.147643917610468,Bad,7,5112.3
37,21654,Unemployed,302,803625,19,365130,16.862011637572735,Bad,6,6496.2
46,780378,Employed,697,225461,14,314142,0.40255107140385815,Bad,7,234113.4
28,16586,Unemployed,355,440080,18,199462,12.025925479319909,Good,0,4975.8
49,417902,Employed,702,415523,14,294702,0.7051940407081086,Bad,9,125370.59999999999
46,856726,Self-employed,437,366662,21,266129,0.3106349054423468,Good,1,257017.8
30,444717,Self-employed,356,283755,18,324938,0.7306624212701561,Good,0,133415.1
46,14777,Unemployed,370,701151,6,44585,3.0171888746024225,Bad,9,4433.099999999999
54,26390,Self-employed,671,931454,20,216886,8.218491852974612,Bad,6,7917.0
27,229872,Self-employed,813,340384,17,303408,1.3198997703069535,Good,1,68961.59999999999
24,27375,Unemployed,383,241719,13,347960,12.710867579908676,Good,0,8212.5
31,792922,Employed,653,734763,11,35022,0.044168278847099715,Bad,9,237876.59999999998
49,20754,Unemployed,364,791177,20,19065,0.9186180977161029,Good,0,6226.2
56,108113,Employed,756,843675,14,377526,3.4919574889236262,Good,0,32433.899999999998
45,36891,Unemployed,360,268010,13,129145,3.5007183323845923,Bad,6,11067.3
41,9566,Unemployed,448,689605,11,350335,36.622935396194855,Bad,8,2869.7999999999997
56,852959,Self-employed,623,439940,20,334963,0.3927070351564378,Average,3,255887.69999999998
30,36115,Unemployed,321,917113,13,370302,10.253412709400527,Bad,9,10834.5
57,24859,Unemployed,381,597642,21,200933,8.082907598857556,Bad,8,7457.7
29,940976,Employed,785,53374,11,228391,0.24271713625002125,Bad,9,282292.8
44,397573,Self-employed,569,116397,15,266287,0.6697813986362253,Average,5,119271.9
55,115283,Employed,702,250552,12,233413,2.0246957487227086,Good,0,34584.9
55,120135,Employed,810,388721,11,320649,2.669072293669622,Bad,7,36040.5
56,444756,Self-employed,507,425332,23,163372,0.3673295020190846,Bad,7,133426.8
38,901716,Self-employed,737,869461,16,292040,0.3238713741355371,Average,3,270514.8
59,520609,Self-employed,635,882006,11,248541,0.4774043476005985,Average,5,156182.69999999998
52,16760,Unemployed,374,939951,12,235051,14.024522673031026,Average,4,5028.0
44,628538,Self-employed,462,294575,11,313773,0.4992108671233879,Good,0,188561.4
43,187058,Self-employed,840,413124,10,40916,0.21873429631451208,Average,3,56117.4
52,176172,Self-employed,594,31336,13,62330,0.3538019662602457,Good,2,52851.6
57,159065,Employed,784,829424,17,270695,1.7017885769968253,Bad,7,47719.5
32,147674,Employed,637,57350,11,364116,2.465674390888037,Bad,6,44302.2
33,8258,Unemployed,441,595849,12,382767,46.351053523855654,Bad,7,2477.4
43,985083,Employed,541,512470,21,188494,0.19134834323605218,Average,3,295524.89999999997
45,25317,Unemployed,459,840387,21,376360,14.865900383141762,Bad,6,7595.099999999999
55,499791,Employed,525,63240,20,330926,0.6621287698257872,Average,3,149937.3
50,976136,Self-employed,355,677453,6,328535,0.33656683085143874,Good,2,292840.8
37,803372,Employed,621,401371,12,368101,0.4581949582509722,Bad,9,241011.59999999998
40,37873,Unemployed,429,572895,21,124546,3.288516885380086,Good,2,11361.9
45,372864,Employed,657,952991,17,388150,1.040996180913148,Average,5,111859.2
42,869631,Self-employed,607,713028,22,64411,0.07406704682790746,Average,4,260889.3
33,23522,Unemployed,436,940467,14,241509,10.267366720516963,Bad,8,7056.599999999999
39,676253,Self-employed,409,183196,6,74185,0.10970006787400574,Bad,9,202875.9
56,401848,Self-employed,639,317014,6,132960,0.3308713742509606,Average,5,120554.4
32,18266,Unemployed,399,451763,18,128574,7.038979524800175,Bad,9,5479.8
39,121603,Self-employed,467,590398,20,189207,1.5559402317377038,Bad,9,36480.9
32,546228,Self-employed,751,186626,11,30424,0.05569835306868194,Good,1,163868.4
29,682168,Employed,604,678296,16,42559,0.062387857536559906,Average,4,204650.4
27,826247,Self-employed,449,381039,18,249290,0.3017136522129581,Good,1,247874.09999999998
48,54297,Self-employed,598,530714,8,274219,5.050352689835534,Bad,9,16289.099999999999
34,548910,Self-employed,347,746199,8,180044,0.32800276912426446,Good,1,164673.0
51,165381,Self-employed,538,816038,22,273094,1.6513021447445595,Average,5,49614.299999999996
39,32654,Unemployed,496,443048,7,137485,4.21035707723403,Good,2,9796.199999999999
36,247984,Employed,536,554439,5,40305,0.16253064713852505,Good,1,74395.2
25,791918,Self-employed,510,998807,21,266713,0.3367937084395102,Bad,9,237575.4
55,555901,Self-employed,464,275452,11,67778,0.12192458729162207,Average,5,166770.3
32,8196,Unemployed,380,242853,20,365777,44.62872132747682,Bad,6,2458.7999999999997
45,517191,Self-employed,513,982026,9,293229,0.5669646223542173,Bad,8,155157.3
41,15813,Unemployed,371,780883,23,359451,22.731360273192944,Average,3,4743.9
56,465132,Employed,660,178743,11,355318,0.7639078799136589,Good,1,139539.6
43,451441,Employed,785,92306,18,37163,0.08232083483777504,Bad,7,135432.3
36,971894,Self-employed,831,751468,6,50592,0.05205505950237371,Good,2,291568.2
59,863811,Self-employed,381,895416,7,219223,0.25378583972651425,Average,4,259143.3
59,121074,Self-employed,804,528492,21,189405,1.5643738540066405,Bad,8,36322.2
34,36639,Unemployed,431,94769,20,380575,10.387155762984797,Good,2,10991.699999999999
51,623532,Self-employed,701,89265,12,9039,0.01449644926002194,Good,2,187059.6
25,458372,Self-employed,475,819563,22,140270,0.3060178195875839,Bad,8,137511.6
55,835408,Employed,557,54428,19,166426,0.19921523375404593,Average,3,250622.4
43,891226,Self-employed,500,560158,11,247585,0.27780271221889846,Good,0,267367.8
49,540491,Employed,534,629835,13,266968,0.4939360692407459,Average,4,162147.3
31,122752,Self-employed,693,762278,10,313564,2.554451251303441,Bad,9,36825.6
38,800880,Employed,541,51067,22,352679,0.44036434921586254,Good,0,240264.0
32,935388,Self-employed,692,978089,22,4436,0.00474241705046462,Good,1,280616.39999999997
29,460779,Employed,610,764371,18,94550,0.2051959833238928,Good,1,138233.69999999998
30,21142,Unemployed,484,114217,18,172929,8.179405921861697,Average,5,6342.599999999999
37,363636,Employed,604,941111,18,17057,0.04690679690679691,Good,2,109090.8
58,760617,Employed,819,420184,8,2310,0.003037008113150245,Good,2,228185.1
27,495448,Employed,714,625222,8,127913,0.2581764382942307,Bad,8,148634.4
33,141262,Self-employed,535,144980,19,245841,1.7403194064928997,Good,2,42378.6
29,522400,Self-employed,461,945927,19,255988,0.4900229709035222,Average,5,156720.0
47,794694,Self-employed,308,504367,22,67013,0.084325539138335,Bad,6,238408.19999999998
22,12036,Unemployed,348,338851,18,323166,26.849950149551347,Bad,9,3610.7999999999997
25,27322,Unemployed,487,211329,5,140978,5.159871166093258,Good,1,8196.6
49,34677,Employed,792,259354,14,141940,4.093202987571012,Bad,7,10403.1
57,20329,Unemployed,468,525406,14,19546,0.9614835948644793,Good,2,6098.7
58,393581,Employed,848,63215,14,99812,0.2535996402265353,Bad,6,118074.29999999999
39,998121,Employed,513,713195,6,73855,0.073994034791373,Average,5,299436.3
28,441811,Employed,744,313573,12,34149,0.07729323172125638,Good,0,132543.3
21,14735,Unemployed,453,870584,5,376735,25.567356633864947,Average,3,4420.5
42,571819,Self-employed,327,634336,5,199453,0.3488044293736305,Good,1,171545.69999999998
37,32599,Unemployed,350,171530,8,155756,4.777937973557471,Average,4,9779.699999999999
27,667031,Employed,729,179241,11,293002,0.4392629428017588,Average,3,200109.3
45,984793,Employed,600,140731,13,46330,0.04704541969733741,Bad,7,295437.89999999997
24,10660,Unemployed,426,455830,20,256052,24.01988742964353,Good,0,3198.0
56,125057,Employed,509,766265,9,191276,1.5295105431923044,Bad,6,37517.1
26,276889,Employed,666,341384,6,355347,1.2833554240146774,Average,3,83066.7
51,23385,Unemployed,300,428009,15,288437,12.33427410733376,Good,1,7015.5
39,28616,Unemployed,314,115688,22,320013,11.183009505171931,Average,5,8584.8
59,16139,Unemployed,487,310617,23,353573,21.907986864117976,Average,4,4841.7
47,576707,Employed,637,885194,17,136701,0.2370371783245218,Average,5,173012.1
30,111238,Employed,604,746748,15,6704,0.06026717488627987,Average,4,33371.4
46,230825,Self-employed,679,492834,23,133848,0.5798678652658941,Bad,9,69247.5
39,279541,Self-employed,844,895388,21,189327,0.6772781094723136,Average,4,83862.3
59,31940,Unemployed,309,382596,9,49281,1.5429242329367565,Bad,9,9582.0
23,164413,Self-employed,364,713111,17,117972,0.7175345015296843,Average,5,49323.9
33,484988,Employed,500,914743,5,114532,0.23615429660115303,Good,0,145496.4
48,542732,Self-employed,839,736275,14,67780,0.12488668440408894,Average,5,162819.6
40,827406,Employed,522,973758,12,395549,0.47805913904419356,Average,3,248221.8
48,34290,Unemployed,444,271150,12,201277,5.869845435987168,Good,0,10287.0
28,37112,Unemployed,397,251243,23,245955,6.627371200689804,Good,1,11133.6
59,950460,Employed,638,600506,10,318477,0.33507669970330156,Average,4,285138.0
21,770723,Self-employed,398,198416,16,159349,0.2067526205913149,Average,4,231216.9
23,39938,Unemployed,363,953344,11,182678,4.5740397616305275,Bad,7,11981.4
33,23000,Unemployed,309,558718,20,134005,5.8263043478260865,Good,1,6900.0
48,216463,Self-employed,614,25091,13,165586,0.7649621413359327,Good,2,64938.899999999994
45,922425,Self-employed,841,783413,14,254130,0.2755020733392959,Bad,8,276727.5
53,324366,Employed,519,952487,14,239408,0.7380798234093585,Average,5,97309.8
58,705975,Self-employed,429,550277,14,90893,0.1287481851340345,Average,5,211792.5
26,98476,Self-employed,431,77451,20,224679,2.28156098947967,Good,1,29542.8
52,306411,Self-employed,353,20990,5,326102,1.0642633586914307,Bad,9,91923.3
41,899241,Employed,780,354414,21,31844,0.03541208641509896,Average,5,269772.3
36,893618,Employed,764,868792,18,377645,0.4226022752451271,Good,2,268085.39999999997
41,12382,Unemployed,333,252541,23,354344,28.617670812469715,Average,3,3714.6
31,660826,Employed,573,824513,21,1792,0.0027117577092910993,Average,4,198247.8
57,24733,Unemployed,369,668393,18,84187,3.4038329357538513,Average,5,7419.9
56,932473,Self-employed,429,372416,12,43510,0.04666086846482418,Good,2,279741.89999999997
